trans_date,trans_type,operation,amount,balance,k_symbol,bank,account
2082,0,3,6700.0,71654.8,0,0,0
1882,2,1,2802.0,13830.5,5,13,18395823
1261,2,4,14.6,52030.1,6,0,0
1086,0,2,6736.0,27528.6,2,6,65835118
1878,0,3,18692.0,79195.0,0,0,0
669,2,4,14600.0,44890.9,0,0,0
1930,2,4,14.6,19222.0,6,0,0
1124,2,1,9356.0,28866.5,5,5,14144766
1731,1,4,18053.0,50321.3,0,0,0
1622,2,4,7800.0,44716.0,0,0,0
1709,2,4,40700.0,69387.9,0,0,0
1834,2,4,1500.0,40186.3,0,0,0
1820,2,4,780.0,31615.9,0,0,0
2053,0,0,232.0,55439.0,7,0,0
715,2,4,2720.0,28712.1,0,0,0
1785,2,1,907.0,25005.5,1,7,96369796
1779,0,0,132.5,29959.0,7,0,0
1754,2,1,5427.0,37488.6,5,5,36796647
1693,2,1,3254.0,18106.9,5,6,24701452
368,2,4,800.0,22469.4,0,0,0
1474,2,4,9760.0,40953.6,0,0,0
1547,0,2,35557.0,95397.4,0,10,60952126
541,2,4,2400.0,20899.7,0,0,0
1146,2,1,1995.0,25748.2,1,7,16825324
1940,2,1,1866.0,8952.4,1,12,8029026
1394,2,1,3639.0,44107.3,5,12,22472965
385,0,3,19852.0,52754.8,0,0,0
1602,2,1,2206.0,33650.8,5,6,62916707
1626,0,0,318.1,56892.8,7,0,0
828,0,3,32960.0,63725.3,0,0,0
2152,0,3,800.0,36263.7,0,0,0
755,0,3,17585.0,43437.3,0,0,0
1656,2,4,28500.0,47624.8,0,0,0
1688,0,0,173.9,44230.0,7,0,0
1145,0,3,600.0,600.0,0,0,0
1935,2,1,2509.0,30106.0,1,2,25392246
834,0,0,107.4,23528.4,7,0,0
745,0,0,146.3,28467.8,7,0,0
2027,2,4,31600.0,72955.2,0,0,0
542,0,3,4391.0,23800.4,0,0,0
1795,2,4,360.0,48066.4,0,0,0
1839,2,4,7200.0,51758.8,0,0,0
1906,2,1,3352.0,18919.6,1,9,49858301
2110,2,4,3680.0,27872.4,0,0,0
1476,2,4,30.0,61774.3,6,0,0
1784,2,1,2285.0,27175.3,5,3,34919470
2083,0,0,369.1,77651.0,7,0,0
559,2,4,7000.0,31124.7,0,0,0
164,0,3,800.0,800.0,0,0,0
724,0,3,15224.0,45978.6,0,0,0
1541,0,3,14260.0,32436.5,0,0,0
1638,0,3,8834.0,24719.0,0,0,0
1596,0,0,304.4,71632.8,7,0,0
561,2,4,14.6,30430.0,6,0,0
683,0,0,115.4,27667.6,7,0,0
1353,0,0,158.9,39561.7,7,0,0
1577,0,3,17477.0,32918.0,0,0,0
1414,0,0,36.2,7839.3,7,0,0
1849,2,1,3254.0,22594.9,5,4,75825410
1161,2,4,1200.0,42892.7,0,0,0
1504,2,4,14.6,21923.8,6,0,0
1337,2,4,5900.0,27400.3,0,0,0
1424,2,1,2957.0,47736.6,1,6,33347761
987,0,0,122.6,28407.8,7,0,0
1582,2,4,18100.0,41050.3,0,0,0
1353,0,0,49.4,12268.5,7,0,0
1634,2,1,1726.0,19131.0,5,13,51488196
1579,2,1,7655.0,44194.4,5,12,97499405
865,2,4,34100.0,78199.0,0,0,0
1900,2,4,14.6,28519.3,6,0,0
1353,0,0,280.8,63386.5,7,0,0
926,2,4,14.6,21030.6,6,0,0
2022,0,0,73.8,18571.9,7,0,0
936,2,4,22300.0,40729.8,0,0,0
1940,2,1,5338.0,41194.7,1,12,50051724
530,0,0,80.9,16726.7,7,0,0
1757,2,4,14900.0,46028.9,0,0,0
1353,2,4,14.6,20086.5,6,0,0
1765,2,4,5000.0,29969.6,0,0,0
1445,2,4,14.6,64750.3,6,0,0
1346,2,4,37600.0,59366.9,0,0,0
1900,0,0,230.0,44710.3,7,0,0
227,2,4,14.6,24922.6,6,0,0
154,2,4,23100.0,48387.7,0,0,0
1756,2,1,2330.0,36481.4,0,13,83163529
1941,0,3,23755.0,73660.0,0,0,0
2114,2,4,14.6,19211.4,6,0,0
1214,0,3,11012.0,36970.8,0,0,0
2022,0,0,226.3,54038.6,7,0,0
1564,2,4,2700.0,22347.6,0,0,0
299,2,1,5598.0,30202.8,5,2,10887700
1390,0,2,6923.0,25218.9,2,7,7631910
323,2,1,1043.0,85015.3,3,4,56986600
1504,2,4,14.6,40678.3,6,0,0
1983,1,4,5371.0,48237.2,0,0,0
1026,2,1,8400.0,28855.0,5,4,21743178
1535,0,0,198.4,31177.1,7,0,0
2058,0,2,3100.0,15262.7,0,6,4792172
469,0,0,219.4,51325.1,7,0,0
1569,0,3,700.0,700.0,0,0,0
1089,2,1,1920.0,32145.6,5,1,31974488
740,2,4,2900.0,18692.7,0,0,0
1667,2,1,5426.0,34567.4,5,7,33568215
360,0,2,12154.0,34990.6,0,9,19537103
2096,2,4,900.0,50080.5,0,0,0
1749,2,4,14.6,22547.5,6,0,0
1384,2,4,14.6,30373.1,6,0,0
1207,2,1,3172.0,54369.5,5,4,80522375
1513,2,4,28600.0,62294.3,0,0,0
1779,0,0,231.9,56567.2,7,0,0
653,0,0,103.9,26103.3,7,0,0
1467,2,4,5400.0,12520.8,0,0,0
234,0,2,4220.0,13460.0,2,3,40635764
1504,0,0,72.5,13199.3,7,0,0
505,2,1,121.0,67301.1,1,2,47281420
511,2,1,3823.0,58526.2,5,6,66976618
1835,2,5,1200.0,54640.0,0,0,0
1381,2,4,690.0,18252.7,0,0,0
2087,2,5,3900.0,47594.7,0,0,0
745,2,4,14.6,12200.9,6,0,0
1749,2,4,14.6,16892.0,6,0,0
1152,0,3,12435.0,29108.8,0,0,0
1267,2,1,197.0,37895.1,3,12,44012415
1269,2,1,5483.0,29850.2,1,3,30920487
379,2,4,7800.0,59466.6,0,0,0
2064,2,1,2144.0,22732.6,1,7,62003463
2123,0,3,23842.0,61898.0,0,0,0
1217,0,3,13870.0,49791.9,0,0,0
1190,0,3,6775.0,61840.3,0,0,0
1414,2,4,14.6,59112.9,6,0,0
2060,2,1,2806.0,30881.6,5,9,20080882
2062,2,4,16000.0,70087.0,0,0,0
2175,0,0,292.9,77689.6,7,0,0
2091,2,1,5156.0,34426.8,1,2,85035067
1272,2,4,5400.0,27049.8,0,0,0
1596,2,4,14.6,44412.6,6,0,0
2027,0,2,22021.0,49219.1,0,10,54977714
987,2,4,14.6,33887.4,6,0,0
608,2,4,2040.0,38750.2,0,0,0
1090,2,1,4714.0,22330.4,1,3,30132371
1891,2,4,10800.0,39837.1,0,0,0
1095,0,3,42241.0,87737.3,0,0,0
1100,2,4,1600.0,37120.9,0,0,0
453,0,3,7226.0,37431.6,0,0,0
1170,0,0,115.7,29417.4,7,0,0
1815,0,3,11771.0,59778.2,0,0,0
1761,0,2,4655.0,27629.0,2,13,25846690
1976,2,4,1520.0,22674.6,0,0,0
1900,2,4,14.6,77550.0,6,0,0
1991,2,4,14.6,25138.7,6,0,0
2153,2,1,300.0,67512.3,5,4,99985640
1336,2,4,10300.0,26672.8,0,0,0
1000,2,1,1810.0,45323.9,1,9,88711630
1878,2,1,1116.0,32355.6,5,12,21956253
1626,0,0,188.5,39689.7,7,0,0
1759,2,1,2141.0,18909.3,5,11,58173835
2142,2,4,960.0,24188.0,0,0,0
1961,2,4,14.6,56530.8,6,0,0
683,0,0,130.7,28855.1,7,0,0
1974,0,3,2700.0,25300.0,0,0,0
1110,0,0,68.8,21559.7,7,0,0
1998,0,3,19187.0,59214.8,0,0,0
1718,2,4,14.6,28607.0,6,0,0
1385,2,4,5300.0,28896.0,0,0,0
1465,2,4,1200.0,37713.5,0,0,0
1609,0,3,1500.0,21100.0,0,0,0
1159,2,4,35100.0,63675.4,0,0,0
2122,2,1,1144.0,20794.5,0,1,77515130
1958,0,3,44178.0,69746.4,0,0,0
2003,0,3,2100.0,29639.8,0,0,0
842,2,4,10100.0,34822.2,0,0,0
993,2,1,4381.0,15579.1,5,10,13122338
1079,0,0,72.0,19614.4,7,0,0
2114,0,0,176.5,39505.1,7,0,0
1829,2,4,800.0,17522.2,0,0,0
1362,2,4,15400.0,70790.5,0,0,0
21,0,3,600.0,600.0,0,0,0
1854,2,1,1592.0,21847.5,5,12,66261118
714,0,0,133.2,32524.7,7,0,0
1515,1,4,8364.0,-2762.8,0,0,0
1110,0,0,202.1,36688.2,7,0,0
813,2,4,5000.0,20505.4,0,0,0
1023,0,3,22127.0,51690.8,0,0,0
1268,1,4,23068.0,74476.8,0,0,0
2022,0,0,244.2,59156.7,7,0,0
1900,0,0,57.9,14014.5,7,0,0
2076,2,4,10400.0,45669.9,0,0,0
1414,0,0,68.9,16638.7,7,0,0
1206,2,4,2000.0,31589.5,0,0,0
1170,0,0,140.8,42237.7,7,0,0
2158,2,1,2769.0,107124.1,1,7,79798209
1831,2,4,5100.0,48156.1,0,0,0
1179,2,4,3400.0,29518.5,0,0,0
1473,2,4,1800.0,24202.1,0,0,0
734,2,4,1080.0,21005.0,0,0,0
1869,2,4,14.6,14734.9,6,0,0
359,2,4,4900.0,34642.8,0,0,0
1749,2,4,14.6,53965.3,6,0,0
1278,2,4,5400.0,25092.3,0,0,0
1822,2,4,1700.0,25592.5,0,0,0
1448,2,4,300.0,22229.2,0,0,0
1763,2,1,1066.0,45955.7,5,1,72237545
1414,2,4,14.6,35524.9,6,0,0
1517,2,4,22500.0,45838.2,0,0,0
1757,2,1,9098.0,38119.7,5,7,21157777
1789,2,1,1347.0,63709.6,1,3,20720190
726,2,1,9250.0,30403.1,5,1,57949954
1170,0,0,115.5,30090.3,7,0,0
1290,0,3,21473.0,49525.6,0,0,0
1900,0,0,245.1,61263.6,7,0,0
2016,0,3,6900.0,41364.6,0,0,0
1149,2,4,15900.0,57725.1,0,0,0
1331,2,1,1961.0,16336.8,5,7,35781991
417,2,1,1296.0,19382.4,3,2,46939146
1387,1,4,11408.0,16180.2,0,0,0
1794,2,4,3200.0,32844.9,0,0,0
1333,0,2,2994.0,23794.2,0,13,9059656
1971,2,1,41.0,21735.5,1,3,52778792
296,0,3,18347.0,48681.0,0,0,0
1549,2,1,2238.0,43773.2,1,10,76871382
933,2,4,1900.0,28772.1,0,0,0
318,2,4,14.6,21841.0,6,0,0
1418,0,3,17700.0,30379.7,0,0,0
2016,2,5,2200.0,88344.8,0,0,0
1212,2,1,4225.0,56196.1,5,5,69179099
1261,0,0,83.7,20630.4,7,0,0
843,2,1,41.0,79312.9,3,2,93120836
1465,2,4,7800.0,28777.9,0,0,0
1722,2,4,19600.0,98595.5,0,0,0
987,0,0,175.1,42697.4,7,0,0
972,2,4,9900.0,44401.6,0,0,0
2157,2,4,9900.0,74505.2,0,0,0
723,0,3,17495.0,49811.6,0,0,0
1865,2,4,4680.0,50273.7,0,0,0
691,2,4,3720.0,27875.4,0,0,0
1200,0,0,70.1,81659.1,7,0,0
1355,1,4,12211.0,34805.6,0,0,0
1018,2,4,14.6,28924.1,6,0,0
995,2,1,355.0,12854.4,1,4,11477154
2122,0,3,20633.0,97528.3,0,0,0
1584,2,4,4440.0,53581.3,0,0,0
2064,0,2,4006.0,20255.2,2,1,75083070
2144,2,4,14.6,71138.7,6,0,0
1967,0,3,20530.0,43351.0,0,0,0
347,2,4,750.0,24449.3,0,0,0
1906,2,1,641.0,21196.2,1,6,17019027
1305,2,1,5191.0,61465.5,1,5,95490520
1034,2,4,1230.0,22744.9,0,0,0
662,2,1,7426.0,34685.2,5,1,26629168
1361,2,1,2846.0,15694.1,5,3,27696168
1614,2,4,3550.0,24748.6,0,0,0
1398,0,2,6382.0,27240.0,2,11,38306725
1756,0,2,20977.0,43225.8,0,5,53895574
1779,2,4,14.6,24122.2,6,0,0
1970,2,1,1033.0,16324.1,1,2,72363370
1269,2,4,2400.0,18779.5,0,0,0
1718,2,4,14.6,79551.6,6,0,0
1358,2,4,7300.0,18836.5,0,0,0
2019,2,4,1600.0,42647.3,0,0,0
1728,0,2,3008.0,48625.8,0,2,24482953
1973,2,1,3021.0,44332.2,8,11,52448576
1796,1,4,9542.0,72998.6,0,0,0
1200,2,4,100.0,37673.4,6,0,0
2160,1,4,3485.0,10227.0,0,0,0
1150,2,1,6302.0,94315.3,5,5,95204364
1024,2,1,2013.0,16892.9,0,12,47454333
1720,0,3,6976.0,39900.1,0,0,0
1303,0,2,15873.0,35610.9,0,12,68042999
232,0,2,3063.0,15815.0,0,13,13231766
2090,0,3,14493.0,97832.8,0,0,0
1400,0,3,1100.0,28971.7,0,0,0
1565,2,4,14.6,101628.4,6,0,0
1476,0,0,176.4,29152.6,7,0,0
736,2,4,800.0,25022.8,0,0,0
318,0,0,83.4,18129.6,7,0,0
2053,2,4,14.6,18042.8,6,0,0
1788,2,4,1300.0,29995.8,0,0,0
970,0,2,3686.0,30922.0,0,7,18376
834,0,0,94.2,23857.0,7,0,0
1908,0,2,20328.0,48222.0,0,8,19404459
1908,0,3,5707.0,52230.8,0,0,0
1773,2,4,300.0,14099.5,0,0,0
2002,0,2,3243.0,20645.9,0,10,93896942
1494,0,3,500.0,41429.4,0,0,0
1758,2,4,6100.0,72007.0,0,0,0
1900,2,4,14.6,21597.6,6,0,0
469,2,4,14.6,29842.5,6,0,0
1396,2,1,529.0,49208.3,8,12,77369373
723,2,4,2500.0,48057.0,0,0,0
1425,2,1,1764.0,45118.6,5,8,88213985
1831,2,4,2040.0,61951.3,0,0,0
1463,2,4,13300.0,38468.2,0,0,0
2053,2,4,14.6,70877.7,6,0,0
1118,2,1,2970.0,17869.6,1,12,949460
1372,2,4,5300.0,62325.8,0,0,0
2083,2,4,14.6,42018.1,6,0,0
336,2,4,2880.0,31648.8,0,0,0
2095,2,1,7042.0,41063.1,8,7,37864983
1446,2,4,2500.0,55502.5,0,0,0
964,0,2,6189.0,39099.9,2,9,96233039
1504,2,4,14.6,13607.9,6,0,0
1718,2,4,14.6,56370.0,6,0,0
1770,0,3,38125.0,56686.4,0,0,0
2002,2,1,1879.0,32964.5,1,1,5196965
1200,0,0,258.3,62469.6,7,0,0
1565,0,0,164.4,36431.4,7,0,0
1449,2,4,30700.0,62486.6,0,0,0
1537,0,3,100.0,18075.5,0,0,0
1170,0,0,73.1,18243.4,7,0,0
2083,2,4,14.6,23986.0,6,0,0
1810,0,0,136.8,33851.2,7,0,0
1102,2,4,1470.0,18105.2,0,0,0
1393,2,1,312.0,25475.4,1,5,80296814
1451,2,1,1018.0,27700.1,1,3,39506387
1603,2,1,3240.0,28760.1,5,1,86339223
1058,0,3,22633.5,53360.3,0,0,0
751,2,1,494.0,28135.3,3,4,41737938
901,0,3,21340.0,37672.0,0,0,0
1900,0,0,210.9,52599.7,7,0,0
1414,2,4,14.6,24897.4,6,0,0
1079,0,0,87.4,25499.8,7,0,0
865,2,4,14.6,79239.1,6,0,0
1001,0,3,20902.0,70244.6,0,0,0
355,2,4,19800.0,23891.0,0,0,0
773,2,4,14.6,23868.1,6,0,0
1975,2,4,9100.0,51773.0,0,0,0
1815,2,4,2700.0,33742.1,0,0,0
834,0,0,108.1,25912.8,7,0,0
999,2,1,3105.2,44715.0,8,2,62584346
1883,0,2,6727.0,28276.8,2,9,94994931
1210,2,1,6094.0,43653.3,5,12,61733460
1385,2,4,5700.0,28723.7,0,0,0
1061,2,1,571.0,42120.1,1,5,37776649
1869,2,4,14.6,38205.9,6,0,0
2022,2,4,14.6,17936.0,6,0,0
1626,2,4,14.6,14757.5,6,0,0
1486,2,4,3400.0,12722.9,0,0,0
1639,0,2,5997.0,33281.8,2,5,18260264
1184,0,3,39197.0,81014.6,0,0,0
724,2,1,1449.0,17594.9,5,1,79115420
1460,1,4,19591.0,52559.3,0,0,0
1048,0,0,427.3,61842.2,7,0,0
1657,0,0,90.4,25234.2,7,0,0
1200,0,0,77.3,18971.6,7,0,0
1820,2,4,650.0,38475.8,0,0,0
1855,0,2,43095.0,65881.5,0,3,10179949
1996,0,3,16720.0,31332.9,0,0,0
1920,2,4,2200.0,31486.5,0,0,0
1763,2,1,1253.0,37754.3,1,9,58903491
536,2,1,16.0,23974.1,3,11,84126734
2025,2,4,1920.0,57896.2,0,0,0
1366,0,2,3704.0,27425.4,0,8,72884320
1624,2,4,4700.0,31149.9,0,0,0
1571,2,1,6157.0,19503.5,5,6,62685650
1571,0,2,14727.0,25739.6,0,7,49895131
1698,2,1,284.0,21589.3,1,6,19554490
2088,0,3,23131.0,66501.4,0,0,0
1182,2,1,1352.0,16446.5,8,1,27370810
1818,2,4,3900.0,49394.7,0,0,0
2119,2,1,1173.0,12971.0,3,4,57924091
1274,0,3,4144.0,15901.6,0,0,0
2083,0,0,114.5,35535.6,7,0,0
1018,2,4,14.6,42589.6,6,0,0
2022,2,4,15800.0,51737.9,0,0,0
1846,2,1,1599.0,39774.9,5,6,48782503
1472,2,4,1800.0,43220.7,0,0,0
1616,2,4,10900.0,30991.5,0,0,0
1333,0,3,31484.0,67162.9,0,0,0
2123,0,3,18902.0,40686.4,0,0,0
850,0,3,26999.0,127014.6,0,0,0
1420,0,2,4974.0,25280.5,2,3,27748787
366,2,4,1500.0,30600.8,0,0,0
1626,0,0,172.2,49645.1,7,0,0
1910,0,3,3200.0,104200.1,0,0,0
1018,2,4,14.6,61526.6,6,0,0
926,0,0,207.5,44580.9,7,0,0
1085,2,4,700.0,27360.1,0,0,0
1633,0,3,9431.0,15300.4,0,0,0
1626,0,0,86.0,18444.9,7,0,0
1176,0,2,5859.0,39283.8,2,4,15384018
1694,0,2,5915.0,23760.0,2,10,10531437
1410,2,4,25600.0,88651.1,0,0,0
2053,0,0,203.8,50967.7,7,0,0
1168,2,4,3900.0,30607.8,0,0,0
1457,2,1,3970.0,10024.6,5,5,38673484
736,2,4,10880.0,15451.6,0,0,0
1210,2,1,2332.0,20655.4,5,7,67366206
1718,2,4,14.6,51695.3,6,0,0
2063,2,1,3710.0,33712.6,5,3,6195903
2114,0,0,143.2,30845.9,7,0,0
1617,2,4,500.0,17670.6,0,0,0
1332,0,3,15575.0,58592.1,0,0,0
926,2,4,4300.0,26514.0,0,0,0
500,0,0,179.4,43010.6,7,0,0
707,0,3,19295.0,46451.0,0,0,0
1535,0,3,21994.0,35396.5,0,0,0
966,0,3,27444.0,89378.6,0,0,0
1845,0,3,5700.0,54277.5,0,0,0
1367,2,1,7170.0,46642.9,5,11,59670215
1384,2,4,14.6,21886.0,6,0,0
2150,2,4,13000.0,21400.9,0,0,0
622,2,4,100.0,63423.2,6,0,0
1475,2,4,8480.0,38107.1,0,0,0
1090,2,1,2619.0,43768.0,5,11,35817569
1756,2,4,14300.0,46340.6,0,0,0
1694,0,2,17660.0,31626.8,0,4,49404096
1669,2,1,371.0,15918.0,1,10,63415229
1596,2,4,14.6,33795.0,6,0,0
1668,2,1,58.0,27986.6,1,2,19594610
1107,2,4,6700.0,64337.1,5,0,0
1535,0,0,108.1,25733.5,7,0,0
1930,2,4,14.6,53340.8,6,0,0
1364,2,4,3900.0,50566.4,0,0,0
1975,2,1,3737.0,30428.4,5,6,37360865
804,2,4,1600.0,36056.6,0,0,0
872,0,3,7480.0,26665.8,0,0,0
1991,0,0,110.2,27876.9,7,0,0
1945,0,3,21562.0,72921.0,0,0,0
380,0,0,103.9,29349.2,7,0,0
1881,0,3,5893.0,41313.3,0,0,0
2022,2,4,14.6,67774.5,6,0,0
1488,2,1,3312.0,16830.6,8,12,16481298
1896,0,3,29367.0,77728.7,0,0,0
1414,0,0,85.6,15749.2,7,0,0
1450,2,1,864.0,26680.3,1,7,2668875
1275,2,1,5023.0,20448.8,5,13,36806219
1974,2,1,6953.0,36566.5,3,13,57870101
1721,2,4,2160.0,22858.7,0,0,0
483,0,3,1300.0,30009.9,0,0,0
1797,2,4,3200.0,72489.1,0,0,0
502,0,3,1100.0,1100.0,0,0,0
1018,0,0,73.7,17482.9,7,0,0
1900,0,0,292.4,65507.7,7,0,0
987,0,0,128.8,41437.0,7,0,0
1991,2,4,14.6,15544.4,6,0,0
551,0,3,5894.0,13637.4,0,0,0
1535,0,0,331.6,111798.5,7,0,0
1353,2,4,14.6,49735.4,6,0,0
1841,0,0,83.4,16376.6,7,0,0
357,2,4,5100.0,42981.9,0,0,0
1677,2,4,2040.0,21536.5,0,0,0
1245,0,2,4798.0,25626.6,2,3,72355246
1930,2,4,14.6,23476.5,6,0,0
957,2,4,14.6,30959.6,6,0,0
2119,2,1,292.0,19391.2,3,1,13184309
2150,0,3,7776.0,29384.3,0,0,0
1909,0,3,8000.0,85955.3,0,0,0
1810,0,0,257.9,60751.0,7,0,0
871,0,3,1400.0,20052.5,0,0,0
326,2,1,4068.0,5505.2,3,1,59710752
370,2,4,700.0,39728.2,0,0,0
1053,0,3,27417.0,60068.1,0,0,0
1810,0,0,43.0,20975.8,7,0,0
683,2,4,14.6,26543.4,6,0,0
2074,0,3,23360.0,103302.4,0,0,0
1631,0,2,5407.0,22228.0,2,13,63281148
1576,0,2,3147.0,17206.6,0,12,62861180
1810,0,0,109.3,26714.0,7,0,0
1779,2,4,30.0,18970.4,6,0,0
1018,2,4,14.6,32048.9,6,0,0
1841,0,0,91.8,14038.2,7,0,0
1607,0,3,5791.0,26645.8,0,0,0
1878,2,4,12500.0,34668.5,0,0,0
560,2,4,29600.0,57641.6,0,0,0
1408,2,4,2700.0,14595.1,0,0,0
1121,2,1,1711.0,22400.4,3,10,98307567
876,0,3,10244.0,37848.5,0,0,0
1236,2,1,6828.0,27301.1,5,1,94691901
1044,0,3,600.0,600.0,0,0,0
934,2,1,2493.0,52560.7,3,2,2489036
1724,2,1,1143.0,47012.9,1,3,99499773
288,0,0,291.2,53663.6,7,0,0
2157,0,3,36022.0,114557.6,0,0,0
2028,0,2,3498.0,17800.8,0,13,6397539
1268,0,3,17268.0,43369.6,0,0,0
2114,2,4,14.6,24340.5,6,0,0
683,0,0,105.0,39373.8,7,0,0
235,2,4,4800.0,30676.1,0,0,0
1069,0,3,48037.0,51137.0,0,0,0
1261,2,4,38000.0,78179.3,0,0,0
1823,2,4,16100.0,45456.0,0,0,0
2066,0,2,2956.0,23991.8,0,3,46188896
1841,2,4,10700.0,34001.9,0,0,0
1724,2,1,4410.0,12205.2,5,1,77193778
1942,0,2,2929.0,16374.4,0,9,36391699
1900,0,0,264.6,42428.8,7,0,0
900,2,1,3878.0,18543.0,5,13,6201172
1667,2,1,6814.0,62335.5,5,9,10475975
1323,0,0,52.1,14960.1,7,0,0
2144,0,0,91.3,22561.1,7,0,0
2033,2,1,185.0,48397.3,1,10,12956852
530,0,0,103.3,13717.9,7,0,0
1992,0,3,2200.0,83487.0,0,0,0
1331,2,1,363.0,35424.6,5,5,53186309
1958,0,3,4200.0,11274.1,0,0,0
2114,0,0,125.9,31441.4,7,0,0
1770,0,3,34157.0,68743.4,0,0,0
2002,2,1,179.0,38778.3,3,7,20500302
1018,2,4,14.6,18672.6,6,0,0
1184,2,4,9700.0,37388.0,0,0,0
727,2,4,7200.0,46916.1,0,0,0
1292,2,4,14.6,22126.8,6,0,0
408,0,0,86.9,21823.9,7,0,0
570,2,1,5995.0,17175.0,1,7,30218410
1749,2,4,14.6,39434.7,6,0,0
377,2,4,2700.0,45283.4,0,0,0
1991,0,0,83.7,18915.2,7,0,0
1820,2,4,1600.0,49934.1,0,0,0
349,2,4,14.6,81978.4,6,0,0
1966,0,3,8708.0,36784.8,0,0,0
712,1,4,10336.0,14131.9,0,0,0
1335,0,2,36880.0,37080.0,0,1,97392367
1300,2,1,3306.0,22513.3,5,2,5837190
1727,0,3,7664.0,29508.3,0,0,0
1242,2,1,2140.0,111179.6,1,12,41707503
2144,0,0,309.1,78832.3,7,0,0
622,0,0,122.0,29890.3,7,0,0
845,0,2,18964.0,34703.0,0,8,80365901
2156,2,1,7067.0,34786.2,5,13,32006168
1657,0,0,77.5,33733.0,7,0,0
2067,2,4,14200.0,59072.3,0,0,0
833,2,4,100.0,24411.4,0,0,0
1900,0,0,205.4,51279.1,7,0,0
1907,2,1,7411.0,26375.5,5,7,52028411
683,0,0,73.6,17438.1,7,0,0
1733,2,4,4000.0,36695.0,0,0,0
2131,2,4,1400.0,23456.2,0,0,0
1853,0,3,5600.0,35648.9,0,0,0
2022,0,0,69.5,20549.9,7,0,0
2160,2,4,700.0,37927.5,0,0,0
1170,0,0,91.1,25973.0,7,0,0
1451,2,1,538.0,34592.5,5,11,41107934
2095,2,1,2790.0,47583.9,1,11,43415004
922,2,4,8100.0,45942.1,0,0,0
695,2,4,800.0,40582.7,0,0,0
1236,2,1,4613.0,16235.3,5,7,781095
1133,0,3,43100.0,44200.0,0,0,0
1518,0,3,28613.0,111455.8,0,0,0
1500,0,3,30922.0,86373.4,0,0,0
1860,0,3,13825.0,66894.5,0,0,0
1353,0,0,67.7,20383.2,7,0,0
1267,2,4,800.0,20969.6,0,0,0
1565,0,0,253.5,61723.4,7,0,0
1792,0,2,4621.0,26753.0,2,1,64733224
2011,2,4,3200.0,5306.2,0,0,0
1472,2,5,3000.0,49139.6,0,0,0
1805,2,4,1500.0,23395.7,0,0,0
1245,2,1,148.0,26098.1,3,2,44355207
1231,2,4,14.6,26433.4,6,0,0
2035,0,3,5200.0,19825.7,0,0,0
714,2,4,14.6,20726.1,6,0,0
1155,2,4,4700.0,13697.8,0,0,0
1900,2,4,14.6,18202.7,6,0,0
1051,2,4,6600.0,29443.8,0,0,0
1395,0,3,20021.0,58819.5,0,0,0
1905,0,2,13201.0,42916.7,0,9,26475405
814,2,4,14700.0,31807.9,0,0,0
1396,2,4,2700.0,34526.6,0,0,0
561,2,4,14.6,5982.1,6,0,0
263,2,4,300.0,22304.1,0,0,0
2053,2,4,14.6,45277.8,6,0,0
1970,2,4,6000.0,35760.0,0,0,0
1509,2,1,2805.0,19223.0,5,2,49310952
1231,0,0,253.7,46347.3,7,0,0
1688,0,0,117.9,28441.7,7,0,0
1535,2,4,14.6,29012.5,6,0,0
1943,2,1,890.0,31652.7,5,4,51518619
745,2,4,14.6,39997.9,6,0,0
1353,2,4,14.6,26660.5,6,0,0
1883,0,3,15447.0,101336.0,0,0,0
1244,2,1,571.0,31506.5,1,5,37776649
1241,0,2,6485.0,40514.4,2,4,20643180
1110,2,4,14.6,15404.5,6,0,0
1476,2,4,14.6,32383.0,6,0,0
1815,2,1,13841.0,37326.1,5,3,58462047
1726,2,1,2160.0,40222.7,3,6,117952
1353,0,0,139.7,37889.2,7,0,0
1596,2,4,14.6,18946.1,6,0,0
519,2,4,9750.0,21690.6,0,0,0
1389,2,1,166.0,40608.9,1,2,79972260
1810,2,4,14.6,16924.3,6,0,0
1824,2,1,1261.0,26211.3,1,9,30780631
1690,0,3,5068.0,18429.9,0,0,0
1657,2,4,14.6,26781.6,6,0,0
538,2,1,3716.0,20198.9,5,10,75805902
987,2,4,14.6,25658.0,6,0,0
1513,0,2,4780.0,19829.2,2,9,19643825
812,2,1,3601.0,11390.4,5,8,30310547
658,2,4,900.0,32598.8,0,0,0
2005,2,1,4953.0,64281.6,5,7,96078651
2144,2,4,30.0,53722.5,6,0,0
1610,0,3,1900.0,30327.3,0,0,0
1448,2,4,3360.0,26989.4,0,0,0
939,0,3,6778.0,35529.6,0,0,0
1930,2,4,14.6,43124.4,6,0,0
1820,0,3,15447.0,51987.7,0,0,0
1908,0,2,4600.0,21463.5,2,11,78127258
561,2,4,14.6,37364.1,6,0,0
1822,2,1,5677.0,45797.5,8,4,63599234
1840,0,3,12125.0,108042.4,0,0,0
1971,0,3,16474.0,93061.1,0,0,0
1237,0,3,23766.0,41956.6,0,0,0
357,2,4,1920.0,20285.3,0,0,0
845,2,4,9200.0,30894.4,0,0,0
2053,2,4,14.6,23283.6,6,0,0
1608,2,1,938.0,55357.8,8,2,75504857
1271,0,3,49828.0,89194.4,0,0,0
1057,0,3,21282.0,34190.4,0,0,0
1450,2,4,16300.0,59066.3,0,0,0
